"","x"
"1","Tb11.01.6240"
"2","Tb11.01.6240"
"3","Tb11.01.6240"
"4","Tb11.01.6240"
"5","Tb11.01.6250"
"6","Tb11.01.6250"
"7","Tb11.01.6250"
"8","Tb11.01.6250"
"9","Tb927.1.110"
"10","Tb927.1.110"
"11","Tb927.1.110"
"12","Tb927.1.110"
"13","Tb927.1.220"
"14","Tb927.1.220"
"15","Tb927.1.220"
"16","Tb927.1.220"
"17","Tb927.1.2370"
"18","Tb927.1.2370"
"19","Tb927.1.2370"
"20","Tb927.1.2370"
"21","Tb927.1.2410"
"22","Tb927.1.2410"
"23","Tb927.1.2410"
"24","Tb927.1.2410"
"25","Tb927.1.300"
"26","Tb927.1.300"
"27","Tb927.1.300"
"28","Tb927.1.300"
"29","Tb927.1.3210"
"30","Tb927.1.3210"
"31","Tb927.1.3210"
"32","Tb927.1.3210"
"33","Tb927.1.330"
"34","Tb927.1.330"
"35","Tb927.1.330"
"36","Tb927.1.330"
"37","Tb927.1.3770"
"38","Tb927.1.3770"
"39","Tb927.1.3770"
"40","Tb927.1.3770"
"41","Tb927.1.3850"
"42","Tb927.1.3850"
"43","Tb927.1.3850"
"44","Tb927.1.3850"
"45","Tb927.1.4650"
"46","Tb927.1.4650"
"47","Tb927.1.4650"
"48","Tb927.1.4650"
"49","Tb927.1.500"
"50","Tb927.1.500"
"51","Tb927.1.500"
"52","Tb927.1.500"
"53","Tb927.1.5100"
"54","Tb927.1.5100"
"55","Tb927.1.5100"
"56","Tb927.1.5100"
"57","Tb927.1.5170"
"58","Tb927.1.5170"
"59","Tb927.1.5170"
"60","Tb927.1.5170"
"61","Tb927.1.5200"
"62","Tb927.1.5200"
"63","Tb927.1.5200"
"64","Tb927.1.5200"
"65","Tb927.1.70"
"66","Tb927.1.70"
"67","Tb927.1.70"
"68","Tb927.1.70"
"69","Tb927.10.10590"
"70","Tb927.10.10590"
"71","Tb927.10.10590"
"72","Tb927.10.10590"
"73","Tb927.10.1080"
"74","Tb927.10.1080"
"75","Tb927.10.1080"
"76","Tb927.10.1080"
"77","Tb927.10.11520"
"78","Tb927.10.11520"
"79","Tb927.10.11520"
"80","Tb927.10.11520"
"81","Tb927.10.11700"
"82","Tb927.10.11700"
"83","Tb927.10.11700"
"84","Tb927.10.11700"
"85","Tb927.10.11710"
"86","Tb927.10.11710"
"87","Tb927.10.11710"
"88","Tb927.10.11710"
"89","Tb927.10.14060"
"90","Tb927.10.14060"
"91","Tb927.10.14060"
"92","Tb927.10.14060"
"93","Tb927.10.14750"
"94","Tb927.10.14750"
"95","Tb927.10.14750"
"96","Tb927.10.14750"
"97","Tb927.10.16070"
"98","Tb927.10.16070"
"99","Tb927.10.16070"
"100","Tb927.10.16070"
"101","Tb927.10.2710"
"102","Tb927.10.2710"
"103","Tb927.10.2710"
"104","Tb927.10.2710"
"105","Tb927.10.6020"
"106","Tb927.10.6020"
