"","x"
"230","Tb927.4.1910"
"231","Tb927.4.1910"
"232","Tb927.4.1910"
"233","Tb927.4.2070"
"234","Tb927.4.2070"
"235","Tb927.4.2070"
"236","Tb927.4.2070"
"237","Tb927.4.310"
"238","Tb927.4.310"
"239","Tb927.4.310"
"240","Tb927.4.310"
"241","Tb927.4.800"
"242","Tb927.4.800"
"243","Tb927.4.800"
"244","Tb927.4.800"
"245","Tb927.4.870"
"246","Tb927.4.870"
"247","Tb927.4.870"
"248","Tb927.4.870"
"249","Tb927.5.1090"
"250","Tb927.5.1090"
"251","Tb927.5.1090"
"252","Tb927.5.1090"
"253","Tb927.5.1490"
"254","Tb927.5.1490"
"255","Tb927.5.1490"
"256","Tb927.5.1490"
"257","Tb927.5.2290"
"258","Tb927.5.2290"
"259","Tb927.5.2290"
"260","Tb927.5.2290"
"261","Tb927.5.3250"
"262","Tb927.5.3250"
"263","Tb927.5.3250"
"264","Tb927.5.3250"
"265","Tb927.5.3620"
"266","Tb927.5.3620"
"267","Tb927.5.3620"
"268","Tb927.5.3620"
"269","Tb927.5.3720"
"270","Tb927.5.3720"
"271","Tb927.5.3720"
"272","Tb927.5.3720"
"273","Tb927.5.900"
"274","Tb927.5.900"
"275","Tb927.5.900"
"276","Tb927.5.900"
"277","Tb927.6.1800"
"278","Tb927.6.1800"
"279","Tb927.6.1800"
"280","Tb927.6.1800"
"281","Tb927.6.2030"
"282","Tb927.6.2030"
"283","Tb927.6.2030"
"284","Tb927.6.2030"
"285","Tb927.6.2850"
"286","Tb927.6.2850"
"287","Tb927.6.2850"
"288","Tb927.6.2850"
"289","Tb927.6.450"
"290","Tb927.6.450"
"291","Tb927.6.450"
"292","Tb927.6.450"
"293","Tb927.6.4770"
"294","Tb927.6.4770"
"295","Tb927.6.4770"
"296","Tb927.6.4770"
"297","Tb927.6.5490"
"298","Tb927.6.5490"
"299","Tb927.6.5490"
"300","Tb927.6.5490"
"301","Tb927.6.640"
"302","Tb927.6.640"
"303","Tb927.6.640"
"304","Tb927.6.640"
"305","Tb927.7.2680"
"306","Tb927.7.2680"
"307","Tb927.7.2680"
"308","Tb927.7.2680"
"309","Tb927.7.3330"
"310","Tb927.7.3330"
"311","Tb927.7.3330"
"312","Tb927.7.3330"
"313","Tb927.7.960"
"314","Tb927.7.960"
"315","Tb927.7.960"
"316","Tb927.7.960"
"317","Tb927.8.1290"
"318","Tb927.8.1290"
"319","Tb927.8.1290"
"320","Tb927.8.1290"
"321","Tb927.8.2210"
"322","Tb927.8.2210"
"323","Tb927.8.2210"
"324","Tb927.8.2210"
"325","Tb927.8.2520"
"326","Tb927.8.2520"
"327","Tb927.8.2520"
"328","Tb927.8.2520"
"329","Tb927.8.3020"
"330","Tb927.8.3020"
"331","Tb927.8.3020"
"332","Tb927.8.3020"
"333","Tb927.8.3250"
"334","Tb927.8.3250"
"335","Tb927.8.3250"
"336","Tb927.8.3250"
"337","Tb927.8.3410"
"338","Tb927.8.3410"
"339","Tb927.8.3410"
"340","Tb927.8.3410"
"341","Tb927.8.3540"
"342","Tb927.8.3540"
"343","Tb927.8.3540"
"344","Tb927.8.3540"
"345","Tb927.8.3620"
"346","Tb927.8.3620"
"347","Tb927.8.3620"
"348","Tb927.8.3620"
"349","Tb927.8.3630"
"350","Tb927.8.3630"
"351","Tb927.8.3630"
"352","Tb927.8.3630"
"353","Tb927.8.4210"
"354","Tb927.8.4210"
"355","Tb927.8.4210"
"356","Tb927.8.4210"
"357","Tb927.8.4500"
"358","Tb927.8.4500"
"359","Tb927.8.4500"
"360","Tb927.8.4500"
"361","Tb927.8.470"
"362","Tb927.8.470"
"363","Tb927.8.470"
"364","Tb927.8.470"
"365","Tb927.8.480"
"366","Tb927.8.480"
"367","Tb927.8.480"
"368","Tb927.8.480"
"369","Tb927.8.4950"
"370","Tb927.8.4950"
"371","Tb927.8.4950"
"372","Tb927.8.4950"
"373","Tb927.8.510"
"374","Tb927.8.510"
"375","Tb927.8.510"
"376","Tb927.8.510"
"377","Tb927.8.5110"
"378","Tb927.8.5110"
"379","Tb927.8.5110"
"380","Tb927.8.5110"
"381","Tb927.8.520"
"382","Tb927.8.520"
"383","Tb927.8.520"
"384","Tb927.8.520"
"385","Tb927.8.5920"
"386","Tb927.8.5920"
"387","Tb927.8.5920"
"388","Tb927.8.5920"
"389","Tb927.8.5930"
"390","Tb927.8.5930"
"391","Tb927.8.5930"
"392","Tb927.8.5930"
"393","Tb927.8.7310"
"394","Tb927.8.7310"
"395","Tb927.8.7310"
"396","Tb927.8.7310"
"397","Tb927.8.7830"
"398","Tb927.8.7830"
"399","Tb927.8.7830"
"400","Tb927.8.7830"
"401","Tb927.8.870"
"402","Tb927.8.870"
"403","Tb927.8.870"
"404","Tb927.8.870"
"405","Tb927.8.910"
"406","Tb927.8.910"
"407","Tb927.8.910"
"408","Tb927.8.910"
"409","Tb927.8.960"
