"","x"
"413","Tb927.11.15940"
"414","Tb927.11.15940"
"415","Tb927.11.15940"
"416","Tb927.11.15940"
"417","Tb927.11.15960"
"418","Tb927.11.15960"
"419","Tb927.11.15960"
"420","Tb927.11.15960"
"421","Tb927.11.16760"
"422","Tb927.11.16760"
"423","Tb927.11.16760"
"424","Tb927.11.16760"
"425","Tb927.11.1790"
"426","Tb927.11.1790"
"427","Tb927.11.1790"
"428","Tb927.11.1790"
"429","Tb927.11.1800"
"430","Tb927.11.1800"
"431","Tb927.11.1800"
"432","Tb927.11.1800"
"433","Tb927.11.1900"
"434","Tb927.11.1900"
"435","Tb927.11.1900"
"436","Tb927.11.1900"
"437","Tb927.11.1990"
"438","Tb927.11.1990"
"439","Tb927.11.1990"
"440","Tb927.11.1990"
"441","Tb927.11.2000"
"442","Tb927.11.2000"
"443","Tb927.11.2000"
"444","Tb927.11.2000"
"445","Tb927.11.2100"
"446","Tb927.11.2100"
"447","Tb927.11.2100"
"448","Tb927.11.2100"
"449","Tb927.11.2120"
"450","Tb927.11.2120"
"451","Tb927.11.2120"
"452","Tb927.11.2120"
"453","Tb927.11.2300"
"454","Tb927.11.2300"
"455","Tb927.11.2300"
"456","Tb927.11.2300"
"457","Tb927.11.2510"
"458","Tb927.11.2510"
"459","Tb927.11.2510"
"460","Tb927.11.2510"
"461","Tb927.11.2630"
"462","Tb927.11.2630"
"463","Tb927.11.2630"
"464","Tb927.11.2630"
"465","Tb927.11.2640"
"466","Tb927.11.2640"
"467","Tb927.11.2640"
"468","Tb927.11.2640"
"469","Tb927.11.2940"
"470","Tb927.11.2940"
"471","Tb927.11.2940"
"472","Tb927.11.2940"
"473","Tb927.11.3070"
"474","Tb927.11.3070"
"475","Tb927.11.3070"
"476","Tb927.11.3070"
"477","Tb927.11.3240"
"478","Tb927.11.3240"
"479","Tb927.11.3240"
"480","Tb927.11.3240"
"481","Tb927.11.3730"
"482","Tb927.11.3730"
"483","Tb927.11.3730"
"484","Tb927.11.3730"
"485","Tb927.11.3780"
"486","Tb927.11.3780"
"487","Tb927.11.3780"
"488","Tb927.11.3780"
"489","Tb927.11.3840"
"490","Tb927.11.3840"
"491","Tb927.11.3840"
"492","Tb927.11.3840"
"493","Tb927.11.3890"
"494","Tb927.11.3890"
"495","Tb927.11.3890"
"496","Tb927.11.3890"
"497","Tb927.11.4190"
"498","Tb927.11.4190"
"499","Tb927.11.4190"
"500","Tb927.11.4190"
"501","Tb927.11.420"
"502","Tb927.11.420"
"503","Tb927.11.420"
"504","Tb927.11.420"
"505","Tb927.11.4230"
"506","Tb927.11.4230"
"507","Tb927.11.4230"
"508","Tb927.11.4230"
"509","Tb927.11.4530"
"510","Tb927.11.4530"
"511","Tb927.11.4530"
"512","Tb927.11.4530"
"513","Tb927.11.460"
"514","Tb927.11.460"
"515","Tb927.11.460"
"516","Tb927.11.460"
"517","Tb927.11.4980"
"518","Tb927.11.4980"
"519","Tb927.11.4980"
"520","Tb927.11.4980"
"521","Tb927.11.5170"
"522","Tb927.11.5170"
"523","Tb927.11.5170"
"524","Tb927.11.5170"
"525","Tb927.11.5250"
"526","Tb927.11.5250"
"527","Tb927.11.5250"
"528","Tb927.11.5250"
"529","Tb927.11.5810"
"530","Tb927.11.5810"
"531","Tb927.11.5810"
"532","Tb927.11.5810"
"533","Tb927.11.5840"
"534","Tb927.11.5840"
"535","Tb927.11.5840"
"536","Tb927.11.5840"
"537","Tb927.11.5920"
"538","Tb927.11.5920"
"539","Tb927.11.5920"
"540","Tb927.11.5920"
"541","Tb927.11.6670"
"542","Tb927.11.6670"
"543","Tb927.11.6670"
"544","Tb927.11.6670"
"545","Tb927.11.6680"
"546","Tb927.11.6680"
"547","Tb927.11.6680"
"548","Tb927.11.6680"
"549","Tb927.11.6750"
"550","Tb927.11.6750"
"551","Tb927.11.6750"
"552","Tb927.11.6750"
"553","Tb927.11.6790"
"554","Tb927.11.6790"
"555","Tb927.11.6790"
"556","Tb927.11.6790"
"557","Tb927.11.7840"
"558","Tb927.11.7840"
"559","Tb927.11.7840"
"560","Tb927.11.7840"
"561","Tb927.11.8050"
"562","Tb927.11.8050"
"563","Tb927.11.8050"
"564","Tb927.11.8050"
"565","Tb927.11.8270"
"566","Tb927.11.8270"
"567","Tb927.11.8270"
"568","Tb927.11.8270"
"569","Tb927.11.8730"
"570","Tb927.11.8730"
"571","Tb927.11.8730"
"572","Tb927.11.8730"
"573","Tb927.11.9080"
"574","Tb927.11.9080"
"575","Tb927.11.9080"
"576","Tb927.11.9080"
"577","Tb927.11.9210"
"578","Tb927.11.9210"
"579","Tb927.11.9210"
"580","Tb927.11.9210"
"581","Tb927.11.9310"
"582","Tb927.11.9310"
