ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	3	2	Tb927.10.13000,Tb927.9.6880,	66.7	27.73	82.06	0.00169723328423	0.312290924298	0.312290924298
