ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0031975	envelope	385	33	Tb927.1.4100,Tb927.1.4420,Tb927.10.12010,Tb927.10.2560,Tb927.10.3040,Tb927.10.4280,Tb927.10.7090,Tb927.10.7570,Tb927.11.15230,Tb927.11.15240,Tb927.11.15530,Tb927.11.5720,Tb927.11.6210,Tb927.11.6640,Tb927.11.9000,Tb927.11.9030,Tb927.2.2510,Tb927.2.4700,Tb927.2.5530,Tb927.3.1790,Tb927.5.1550,Tb927.5.510,Tb927.5.900,Tb927.6.2490,Tb927.6.2540,Tb927.6.4320,Tb927.7.2200,Tb927.7.3520,Tb927.8.1890,Tb927.8.6580,Tb927.9.12700,Tb927.9.14160,Tb927.9.7470,	8.6	1.7	1.83	0.00188312388711	0.0231306718233	0.38415727297
GO:0031967	organelle envelope	385	33	Tb927.1.4100,Tb927.1.4420,Tb927.10.12010,Tb927.10.2560,Tb927.10.3040,Tb927.10.4280,Tb927.10.7090,Tb927.10.7570,Tb927.11.15230,Tb927.11.15240,Tb927.11.15530,Tb927.11.5720,Tb927.11.6210,Tb927.11.6640,Tb927.11.9000,Tb927.11.9030,Tb927.2.2510,Tb927.2.4700,Tb927.2.5530,Tb927.3.1790,Tb927.5.1550,Tb927.5.510,Tb927.5.900,Tb927.6.2490,Tb927.6.2540,Tb927.6.4320,Tb927.7.2200,Tb927.7.3520,Tb927.8.1890,Tb927.8.6580,Tb927.9.12700,Tb927.9.14160,Tb927.9.7470,	8.6	1.7	1.83	0.00188312388711	0.0231306718233	0.38415727297
GO:0098803	respiratory chain complex	19	5	Tb927.1.4100,Tb927.10.4280,Tb927.6.2490,Tb927.8.6580,Tb927.9.14160,	26.3	5.21	6.79	0.0020703342775	0.0231306718233	0.42234819261
GO:0019866	organelle inner membrane	129	15	Tb927.1.4100,Tb927.10.2560,Tb927.10.3040,Tb927.10.4280,Tb927.10.7090,Tb927.10.7570,Tb927.11.6640,Tb927.2.4700,Tb927.3.1790,Tb927.5.1550,Tb927.6.2490,Tb927.7.3520,Tb927.8.1890,Tb927.8.6580,Tb927.9.14160,	11.6	2.3	2.53	0.00207734949329	0.0231306718233	0.423779296632
GO:0005743	mitochondrial inner membrane	129	15	Tb927.1.4100,Tb927.10.2560,Tb927.10.3040,Tb927.10.4280,Tb927.10.7090,Tb927.10.7570,Tb927.11.6640,Tb927.2.4700,Tb927.3.1790,Tb927.5.1550,Tb927.6.2490,Tb927.7.3520,Tb927.8.1890,Tb927.8.6580,Tb927.9.14160,	11.6	2.3	2.53	0.00207734949329	0.0231306718233	0.423779296632
GO:0044463	cell projection part	1579	103	Tb927.1.1100,Tb927.1.1270,Tb927.1.2160,Tb927.1.2260,Tb927.1.3390,Tb927.1.800,Tb927.10.10250,Tb927.10.10360,Tb927.10.11700,Tb927.10.12160,Tb927.10.12750,Tb927.10.1400,Tb927.10.14230,Tb927.10.14330,Tb927.10.1470,Tb927.10.1500,Tb927.10.15730,Tb927.10.1850,Tb927.10.260,Tb927.10.2890,Tb927.10.4420,Tb927.10.5160,Tb927.10.5190,Tb927.10.5350,Tb927.10.7000,Tb927.10.7090,Tb927.10.7180,Tb927.10.7270,Tb927.10.8770,Tb927.11.12320,Tb927.11.1370,Tb927.11.14330,Tb927.11.14860,Tb927.11.15270,Tb927.11.15660,Tb927.11.15910,Tb927.11.3080,Tb927.11.3250,Tb927.11.340,Tb927.11.3650,Tb927.11.4750,Tb927.11.5090,Tb927.11.5660,Tb927.11.5720,Tb927.11.5790,Tb927.11.6920,Tb927.11.8090,Tb927.11.8160,Tb927.11.8970,Tb927.11.9090,Tb927.11.9540,Tb927.2.4580,Tb927.2.4920,Tb927.2.5290,Tb927.3.1400,Tb927.3.1790,Tb927.3.3330,Tb927.3.3340,Tb927.3.3700,Tb927.3.3730,Tb927.3.3780,Tb927.4.1230,Tb927.4.2400,Tb927.4.2750,Tb927.4.3910,Tb927.4.3940,Tb927.4.4180,Tb927.4.4320,Tb927.5.3260,Tb927.5.4010,Tb927.5.4020,Tb927.6.1520,Tb927.6.1570,Tb927.6.2740,Tb927.6.3140,Tb927.6.560,Tb927.7.1120,Tb927.7.4260,Tb927.7.4280,Tb927.7.4390,Tb927.7.7200,Tb927.7.7320,Tb927.7.750,Tb927.7.7500,Tb927.8.4240,Tb927.8.5120,Tb927.8.550,Tb927.8.5870,Tb927.8.6390,Tb927.8.7610,Tb927.9.12390,Tb927.9.12820,Tb927.9.13440,Tb927.9.15470,Tb927.9.15590,Tb927.9.15610,Tb927.9.4960,Tb927.9.5040,Tb927.9.6210,Tb927.9.6290,Tb927.9.7770,Tb927.9.8760,Tb927.9.9730,	6.5	1.29	1.42	0.00218902650146	0.0231306718233	0.446561406298
GO:0120038	plasma membrane bounded cell projection part	1579	103	Tb927.1.1100,Tb927.1.1270,Tb927.1.2160,Tb927.1.2260,Tb927.1.3390,Tb927.1.800,Tb927.10.10250,Tb927.10.10360,Tb927.10.11700,Tb927.10.12160,Tb927.10.12750,Tb927.10.1400,Tb927.10.14230,Tb927.10.14330,Tb927.10.1470,Tb927.10.1500,Tb927.10.15730,Tb927.10.1850,Tb927.10.260,Tb927.10.2890,Tb927.10.4420,Tb927.10.5160,Tb927.10.5190,Tb927.10.5350,Tb927.10.7000,Tb927.10.7090,Tb927.10.7180,Tb927.10.7270,Tb927.10.8770,Tb927.11.12320,Tb927.11.1370,Tb927.11.14330,Tb927.11.14860,Tb927.11.15270,Tb927.11.15660,Tb927.11.15910,Tb927.11.3080,Tb927.11.3250,Tb927.11.340,Tb927.11.3650,Tb927.11.4750,Tb927.11.5090,Tb927.11.5660,Tb927.11.5720,Tb927.11.5790,Tb927.11.6920,Tb927.11.8090,Tb927.11.8160,Tb927.11.8970,Tb927.11.9090,Tb927.11.9540,Tb927.2.4580,Tb927.2.4920,Tb927.2.5290,Tb927.3.1400,Tb927.3.1790,Tb927.3.3330,Tb927.3.3340,Tb927.3.3700,Tb927.3.3730,Tb927.3.3780,Tb927.4.1230,Tb927.4.2400,Tb927.4.2750,Tb927.4.3910,Tb927.4.3940,Tb927.4.4180,Tb927.4.4320,Tb927.5.3260,Tb927.5.4010,Tb927.5.4020,Tb927.6.1520,Tb927.6.1570,Tb927.6.2740,Tb927.6.3140,Tb927.6.560,Tb927.7.1120,Tb927.7.4260,Tb927.7.4280,Tb927.7.4390,Tb927.7.7200,Tb927.7.7320,Tb927.7.750,Tb927.7.7500,Tb927.8.4240,Tb927.8.5120,Tb927.8.550,Tb927.8.5870,Tb927.8.6390,Tb927.8.7610,Tb927.9.12390,Tb927.9.12820,Tb927.9.13440,Tb927.9.15470,Tb927.9.15590,Tb927.9.15610,Tb927.9.4960,Tb927.9.5040,Tb927.9.6210,Tb927.9.6290,Tb927.9.7770,Tb927.9.8760,Tb927.9.9730,	6.5	1.29	1.42	0.00218902650146	0.0231306718233	0.446561406298
GO:0044441	ciliary part	1579	103	Tb927.1.1100,Tb927.1.1270,Tb927.1.2160,Tb927.1.2260,Tb927.1.3390,Tb927.1.800,Tb927.10.10250,Tb927.10.10360,Tb927.10.11700,Tb927.10.12160,Tb927.10.12750,Tb927.10.1400,Tb927.10.14230,Tb927.10.14330,Tb927.10.1470,Tb927.10.1500,Tb927.10.15730,Tb927.10.1850,Tb927.10.260,Tb927.10.2890,Tb927.10.4420,Tb927.10.5160,Tb927.10.5190,Tb927.10.5350,Tb927.10.7000,Tb927.10.7090,Tb927.10.7180,Tb927.10.7270,Tb927.10.8770,Tb927.11.12320,Tb927.11.1370,Tb927.11.14330,Tb927.11.14860,Tb927.11.15270,Tb927.11.15660,Tb927.11.15910,Tb927.11.3080,Tb927.11.3250,Tb927.11.340,Tb927.11.3650,Tb927.11.4750,Tb927.11.5090,Tb927.11.5660,Tb927.11.5720,Tb927.11.5790,Tb927.11.6920,Tb927.11.8090,Tb927.11.8160,Tb927.11.8970,Tb927.11.9090,Tb927.11.9540,Tb927.2.4580,Tb927.2.4920,Tb927.2.5290,Tb927.3.1400,Tb927.3.1790,Tb927.3.3330,Tb927.3.3340,Tb927.3.3700,Tb927.3.3730,Tb927.3.3780,Tb927.4.1230,Tb927.4.2400,Tb927.4.2750,Tb927.4.3910,Tb927.4.3940,Tb927.4.4180,Tb927.4.4320,Tb927.5.3260,Tb927.5.4010,Tb927.5.4020,Tb927.6.1520,Tb927.6.1570,Tb927.6.2740,Tb927.6.3140,Tb927.6.560,Tb927.7.1120,Tb927.7.4260,Tb927.7.4280,Tb927.7.4390,Tb927.7.7200,Tb927.7.7320,Tb927.7.750,Tb927.7.7500,Tb927.8.4240,Tb927.8.5120,Tb927.8.550,Tb927.8.5870,Tb927.8.6390,Tb927.8.7610,Tb927.9.12390,Tb927.9.12820,Tb927.9.13440,Tb927.9.15470,Tb927.9.15590,Tb927.9.15610,Tb927.9.4960,Tb927.9.5040,Tb927.9.6210,Tb927.9.6290,Tb927.9.7770,Tb927.9.8760,Tb927.9.9730,	6.5	1.29	1.42	0.00218902650146	0.0231306718233	0.446561406298
GO:0042579	microbody	170	18	Tb927.1.3830,Tb927.1.700,Tb927.10.1400,Tb927.10.1470,Tb927.10.2010,Tb927.11.15910,Tb927.11.3650,Tb927.11.8970,Tb927.3.3270,Tb927.6.2540,Tb927.7.7500,Tb927.8.3530,Tb927.8.6390,Tb927.9.11600,Tb927.9.12700,Tb927.9.6210,Tb927.9.6250,Tb927.9.6290,	10.6	2.1	2.28	0.00226771292385	0.0231306718233	0.462613436466
GO:0005777	peroxisome	170	18	Tb927.1.3830,Tb927.1.700,Tb927.10.1400,Tb927.10.1470,Tb927.10.2010,Tb927.11.15910,Tb927.11.3650,Tb927.11.8970,Tb927.3.3270,Tb927.6.2540,Tb927.7.7500,Tb927.8.3530,Tb927.8.6390,Tb927.9.11600,Tb927.9.12700,Tb927.9.6210,Tb927.9.6250,Tb927.9.6290,	10.6	2.1	2.28	0.00226771292385	0.0231306718233	0.462613436466
