"","x"
"230","Tb927.10.8190"
"231","Tb927.10.8310"
"232","Tb927.10.8770"
"233","Tb927.10.8980"
"234","Tb927.10.9200"
"235","Tb927.10.9680"
"236","Tb927.10.10010"
"237","Tb927.10.10150"
"238","Tb927.10.10430"
"239","Tb927.10.11000"
"240","Tb927.10.11160"
"241","Tb927.10.12290"
"242","Tb927.10.12330"
"243","Tb927.10.12430"
"244","Tb927.10.12440"
"245","Tb927.10.12880"
"246","Tb927.10.13710"
"247","Tb927.10.13730"
"248","Tb927.10.14350"
"249","Tb927.10.14360"
"250","Tb927.10.14390"
"251","Tb927.10.14680"
"252","Tb927.10.14790"
"253","Tb927.10.14870"
"254","Tb927.10.15180"
"255","Tb927.10.15320"
"256","Tb927.10.15380"
"257","Tb927.10.15810"
"258","Tb927.10.15890"
"259","Tb927.10.15960"
"260","Tb927.10.16080"
"261","Tb927.11.280"
"262","Tb927.11.420"
"263","Tb927.11.1040"
"264","Tb927.11.1650"
"265","Tb927.11.1720"
"266","Tb927.11.2000"
"267","Tb927.11.2300"
"268","Tb927.11.2310"
"269","Tb927.11.2640"
"270","Tb927.11.2720"
"271","Tb927.11.2940"
"272","Tb927.11.3070"
"273","Tb927.11.3240"
"274","Tb927.11.3550"
"275","Tb927.11.4100"
"276","Tb927.11.4460"
"277","Tb927.11.4530"
"278","Tb927.11.4980"
"279","Tb927.11.5240"
"280","Tb927.11.5620"
"281","Tb927.11.5810"
"282","Tb927.11.5840"
"283","Tb927.11.5980"
"284","Tb927.11.6090"
"285","Tb927.11.6190"
"286","Tb927.11.6360"
"287","Tb927.11.6580"
"288","Tb927.11.6680"
"289","Tb927.11.7100"
"290","Tb927.11.7270"
"291","Tb927.11.7280"
"292","Tb11.02.5370"
"293","Tb927.11.8050"
"294","Tb927.11.8710"
"295","Tb927.11.8730"
"296","Tb927.11.8770"
"297","Tb927.11.9540"
"298","Tb927.11.9610"
"299","Tb927.11.10300"
"300","Tb927.11.11300"
"301","Tb927.11.11320"
"302","Tb927.11.11660"
"303","Tb927.11.11670"
"304","Tb927.11.12150"
"305","Tb927.11.12940"
"306","Tb927.11.13100"
"307","Tb927.11.13180"
"308","Tb927.11.13780"
"309","Tb927.11.13930"
"310","Tb927.11.14460"
"311","Tb927.11.14550"
"312","Tb927.11.14700"
"313","Tb927.11.14800"
"314","Tb927.11.14950"
"315","Tb927.11.15440"
"316","Tb927.11.15770"
"317","Tb927.11.16000"
"318","Tb927.8.720"
"319","Tb927.8.1660"
"320","Tb927.9.9440"
"321","Tb927.10.180"
