"","x"
"1","Tb927.2.1700"
"2","Tb927.2.5250"
"3","Tb927.4.640"
"4","Tb927.9.2350"
"5","Tb927.9.2910"
"6","Tb927.9.4550"
"7","Tb927.9.12950"
"8","Tb927.11.13550"
"9","Tb927.1.1080"
"10","Tb927.1.2770"
"11","Tb927.1.4130"
"12","Tb927.1.4700"
"13","Tb927.2.4970"
"14","Tb927.2.5080"
"15","Tb927.2.5220"
"16","Tb927.3.880"
"17","Tb927.3.4350"
"18","Tb927.4.520"
"19","Tb927.4.930"
"20","Tb927.4.1780"
"21","Tb927.4.2130"
"22","Tb927.4.2160"
"23","Tb927.4.3340"
"24","Tb927.4.4600"
"25","Tb927.4.5190"
"26","Tb927.5.3740"
"27","Tb927.5.4410"
"28","Tb927.6.2820"
"29","Tb927.6.2950"
"30","Tb927.6.3850"
"31","Tb927.7.3350"
"32","Tb927.7.3640"
"33","Tb927.7.3800"
"34","Tb927.7.4540"
"35","Tb927.7.5460"
"36","Tb927.7.5870"
"37","Tb927.7.6570"
"38","Tb927.7.6960"
"39","Tb927.8.920"
"40","Tb927.8.1820"
"41","Tb927.8.5030"
"42","Tb927.9.3780"
"43","Tb927.9.6540"
"44","Tb927.9.8810"
"45","Tb927.9.15100"
"46","Tb927.10.4860"
"47","Tb927.10.5650"
"48","Tb927.10.7780"
"49","Tb927.10.9010"
"50","Tb927.10.11050"
"51","Tb927.10.11660"
"52","Tb927.10.11690"
"53","Tb927.10.13400"
"54","Tb927.10.14210"
"55","Tb927.10.14310"
"56","Tb927.10.15440"
"57","Tb927.11.2810"
"58","Tb927.11.8820"
"59","Tb927.11.9850"
"60","Tb927.11.10740"
"61","Tb927.11.11200"
"62","Tb927.11.12340"
"63","Tb927.11.15410"
"64","Tb927.11.15610"
"65","Tb927.4.4320"
"66","Tb927.7.3540"
"67","Tb927.9.8300"
"68","Tb927.9.9820"
"69","Tb927.11.16290"
